TimeMnt,TimeSec,Frequency,SourceIPCatg,SRCC,SrcCen,Src Port,SrcPortC,DestinationIPCatg,DSTC,DSTCen,NetflowAggr,Dst Port,DSTPortC,ProtocolB,HostB,HSTYP,InfoN,MARPB,MTCPD,MWPD,Distance,Dist2,RCG,Mark,Lbls
13,22,7356,5,90,1,80,8,5,37117,1,0.000242476,1088,8,1,0,-1,56,0,0,0,38703.6593,40280.6498,0.258373502,0,BENIGN
19,41,499,6,2,0,23799,3,1,30057,1,6.65E-06,29676,3,2,0,-1,50,0,0,0,35340.8377,40620.8472,0.282958771,0,BENIGN
19,43,499,6,2,0,23799,3,1,30057,1,6.65E-06,29676,3,2,0,-1,50,0,0,0,35340.8377,40620.8472,0.282958771,0,BENIGN
19,40,499,2,4,0,7600,4,5,37117,1,1.08E-05,7600,4,2,0,-1,55,0,0,0,42401.8377,47681.8472,0.235838835,0,BENIGN
19,44,499,2,4,0,7600,4,5,37117,1,1.08E-05,7600,4,2,0,-1,55,0,0,0,42401.8377,47681.8472,0.235838835,0,BENIGN
13,15,7356,5,126,0,80,8,5,37117,1,0.500339467,1068,6,1,0,-1,56,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,15,7356,5,126,0,80,8,5,37117,1,0.000339467,1068,6,1,0,-1,56,0,0,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,15,7356,5,126,0,80,8,5,37117,1,0.000339467,1068,6,1,0,-1,56,0,0,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,15,7356,5,126,0,80,8,5,37117,1,0.500339467,1068,6,3,0,-1,72,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,16,7356,5,126,0,80,8,5,37117,1,0.000339467,1068,6,1,0,-1,56,0,0,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,16,7356,5,126,0,80,8,5,37117,1,0.000339467,1068,6,1,0,-1,56,0,0,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,16,7356,5,126,0,80,8,5,37117,1,0.500339467,1068,6,1,0,-1,56,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,16,7356,5,126,0,80,8,5,37117,1,0.000339467,1068,6,3,0,-1,72,0,0,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,18,7356,5,126,0,80,8,5,37117,1,0.500339467,1086,6,1,0,-1,56,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,18,7356,5,126,0,80,8,5,37117,1,0.000339467,1086,6,1,0,-1,56,0,0,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,18,7356,5,126,0,80,8,5,37117,1,0.000339467,1086,6,3,0,-1,72,0,0,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,19,7356,5,126,0,80,8,5,37117,1,0.500339467,1086,6,1,0,-1,56,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,19,7356,5,126,0,80,8,5,37117,1,0.500339467,1086,6,3,0,-1,72,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,20,7356,5,126,0,80,8,5,37117,1,0.500339467,1086,6,1,0,-1,56,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,20,7356,5,126,0,80,8,5,37117,1,0.500339467,1086,6,1,0,-1,56,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,21,7356,5,126,0,80,8,5,37117,1,0.000339467,1086,6,1,0,-1,56,0,0,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,21,7356,5,126,0,80,8,5,37117,1,0.500339467,1086,6,3,0,-1,72,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,22,7356,5,126,0,80,8,5,37117,1,0.000339467,1086,6,1,0,-1,56,0,0,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,22,7356,5,126,0,80,8,5,37117,1,0.500339467,1086,6,3,0,-1,72,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,23,7356,5,126,0,80,8,5,37117,1,0.500339467,1086,6,1,0,-1,56,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,23,7356,5,126,0,80,8,5,37117,1,0.500339467,1086,6,3,0,-1,72,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,24,7356,5,126,0,80,8,5,37117,1,0.000339467,1086,6,1,0,-1,56,0,0,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,24,7356,5,126,0,80,8,5,37117,1,0.500339467,1086,6,3,0,-1,72,0,1,0,38699.8187,40276.8092,0.258399143,0,BENIGN
17,11,27,4,6,1,7600,4,5,37117,1,0.500016165,7600,4,2,0,-1,55,0,1,0,42873.6783,48625.6878,0.233243342,0,BENIGN
12,16,1536,3,4,0,7600,4,5,37117,1,1.08E-05,7600,4,2,0,-1,55,0,0,0,41364.8377,45607.8472,0.241751221,0,BENIGN
12,19,1536,3,4,0,7600,4,5,37117,1,0.500010777,7600,4,2,0,-1,55,0,0,1,41365.7585,45608.768,0.241745839,0,BENIGN
12,24,1536,3,4,0,7600,4,5,37117,1,1.08E-05,7600,4,2,0,-1,55,0,0,0,41364.8377,45607.8472,0.241751221,0,BENIGN
12,24,1536,3,4,0,7600,4,5,37117,1,1.08E-05,7600,4,2,0,-1,55,0,0,0,41364.8377,45607.8472,0.241751221,0,BENIGN
12,29,1536,3,4,0,7600,4,5,37117,1,1.08E-05,7600,4,2,0,-1,55,0,0,0,41364.8377,45607.8472,0.241751221,0,BENIGN
13,15,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,15,7356,0,39,0,80,8,5,37117,1,0.000105073,1073,2,1,0,-1,56,0,0,0,38696.8187,40273.8092,0.258419176,0,BENIGN
13,16,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,3,0,-1,72,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,17,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,17,7356,0,39,0,80,8,5,37117,1,0.500105073,1081,1,1,0,-1,56,0,1,0,38695.2409,40272.2314,0.258429713,0,BENIGN
13,17,7356,0,39,0,80,8,5,37117,1,0.000105073,1070,8,1,0,-1,56,0,0,0,38702.8187,40279.8092,0.258379114,0,BENIGN
13,17,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,17,7356,0,39,0,80,8,5,37117,1,0.500105073,1081,1,1,0,-1,56,0,1,0,38695.2409,40272.2314,0.258429713,0,BENIGN
13,18,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,18,7356,0,39,0,80,8,5,37117,1,0.000105073,1070,8,1,0,-1,56,0,0,0,38702.8187,40279.8092,0.258379114,0,BENIGN
13,18,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,18,7356,0,39,0,80,8,5,37117,1,0.500105073,1081,1,1,0,-1,56,0,1,0,38695.2409,40272.2314,0.258429713,0,BENIGN
13,18,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,3,0,-1,72,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,18,7356,0,39,0,80,8,5,37117,1,0.500105073,1081,1,3,0,-1,72,0,1,0,38695.2409,40272.2314,0.258429713,0,BENIGN
13,19,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,3,0,-1,72,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,19,7356,0,39,0,80,8,5,37117,1,0.500105073,1081,1,3,0,-1,72,0,1,0,38695.2409,40272.2314,0.258429713,0,BENIGN
13,19,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,3,0,-1,72,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,20,7356,0,39,0,80,8,5,37117,1,0.000105073,1081,1,1,0,-1,56,0,0,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,20,7356,0,39,0,80,8,5,37117,1,0.500105073,1081,1,3,0,-1,72,0,1,0,38695.2409,40272.2314,0.258429713,0,BENIGN
13,20,7356,0,39,0,80,8,5,37117,1,0.000105073,1070,8,3,0,-1,72,0,0,0,38702.8187,40279.8092,0.258379114,0,BENIGN
13,21,7356,0,39,0,80,8,5,37117,1,0.000105073,1070,8,1,0,-1,56,0,0,0,38702.8187,40279.8092,0.258379114,0,BENIGN
13,21,7356,0,39,0,80,8,5,37117,1,0.000105073,1070,8,1,0,-1,56,0,0,0,38702.8187,40279.8092,0.258379114,0,BENIGN
13,21,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,21,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,21,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,21,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,3,0,-1,72,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,22,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,22,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,3,0,-1,72,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,23,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,23,7356,0,39,0,80,8,5,37117,1,0.000105073,1070,8,1,0,-1,56,0,0,0,38702.8187,40279.8092,0.258379114,0,BENIGN
13,23,7356,0,39,0,80,8,5,37117,1,0.000105073,1070,8,1,0,-1,56,0,0,0,38702.8187,40279.8092,0.258379114,0,BENIGN
13,23,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,23,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,23,7356,0,39,0,80,8,5,37117,1,0.500105073,1081,1,1,0,-1,56,0,1,0,38695.2409,40272.2314,0.258429713,0,BENIGN
13,23,7356,0,39,0,80,8,5,37117,1,0.500105073,1070,8,3,0,-1,72,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,24,7356,0,39,0,80,8,5,37117,1,0.000105073,1081,1,3,0,-1,72,0,0,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,7,7356,2,11,0,82,1,5,37117,1,0.500029636,1049,5,1,0,-1,56,0,1,0,38698.8187,40275.8092,0.258405821,0,BENIGN
13,10,7356,2,11,0,82,1,5,37117,1,2.96E-05,1049,5,1,0,-1,56,0,0,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,15,7356,2,11,0,82,1,5,37117,1,2.96E-05,1049,5,3,0,-1,72,0,0,0,38699.8187,40276.8092,0.258399143,0,BENIGN
13,1,7356,9,5,0,7600,4,5,37117,1,1.35E-05,7600,4,2,0,-1,55,0,0,0,38698.8187,40275.8092,0.258405821,0,BENIGN
13,4,7356,9,5,0,7600,4,5,37117,1,1.35E-05,7600,4,2,0,-1,55,0,0,0,38698.8187,40275.8092,0.258405821,0,BENIGN
13,7,7356,9,5,0,7600,4,5,37117,1,1.35E-05,7600,4,2,0,-1,55,0,0,0,38698.8187,40275.8092,0.258405821,0,BENIGN
13,10,7356,9,5,0,7600,4,5,37117,1,1.000013471,7600,4,2,0,-1,55,2,0,0,38700.7807,40277.7712,0.25839272,0,BENIGN
13,13,7356,9,5,0,7600,4,5,37117,1,1.35E-05,7600,4,2,0,-1,55,0,0,0,38698.8187,40275.8092,0.258405821,0,BENIGN
13,9,7356,2,130,0,80,8,5,37117,1,0.500350244,1052,8,1,0,-1,56,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,9,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,1,0,-1,56,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,10,7356,2,130,0,80,8,5,37117,1,0.000350244,1052,8,1,0,-1,56,0,0,0,38702.8187,40279.8092,0.258379114,0,BENIGN
13,10,7356,2,130,0,80,8,5,37117,1,0.500350244,1052,8,3,0,-1,91,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,10,7356,2,130,0,80,8,5,37117,1,1.000350244,1052,8,1,0,-1,91,0,2,0,38702.6331,40279.6236,0.258380353,0,BENIGN
13,10,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,1,0,-1,56,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,10,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,1,0,-1,56,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,10,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,1,0,-1,91,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,10,7356,2,130,0,80,8,5,37117,1,1.000350244,1053,0,3,0,-1,91,0,2,0,38697.0553,40274.0458,0.258417596,0,BENIGN
13,10,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,67,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,10,7356,2,130,0,80,8,5,37117,1,1.000350244,1053,0,1,0,-1,91,0,2,0,38697.0553,40274.0458,0.258417596,0,BENIGN
13,11,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,67,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,11,7356,2,130,0,80,8,5,37117,1,1.000350244,1053,0,1,0,-1,91,0,2,0,38697.0553,40274.0458,0.258417596,0,BENIGN
13,11,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,67,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,11,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,67,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,11,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,3,0,-1,67,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,11,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,3,0,-1,67,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,11,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,67,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,11,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,67,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,12,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,67,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,12,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,3,0,-1,67,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,12,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,67,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,12,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,67,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,13,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,3,0,-1,67,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,13,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,3,0,-1,91,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,13,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,1,0,-1,91,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,13,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,3,0,-1,67,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,13,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,1,0,-1,91,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,13,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,67,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,13,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,3,0,-1,91,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,13,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,1,0,-1,91,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,13,7356,2,130,0,80,8,5,37117,1,0.500350244,1052,8,3,0,-1,91,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,13,7356,2,130,0,80,8,5,37117,1,1.000350244,1052,8,1,0,-1,91,0,2,0,38702.6331,40279.6236,0.258380353,0,BENIGN
13,16,7356,2,130,0,80,8,5,37117,1,1.000350244,1053,0,1,0,-1,91,0,2,0,38697.0553,40274.0458,0.258417596,0,BENIGN
13,16,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,1,0,-1,91,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,16,7356,2,130,0,80,8,5,37117,1,1.000350244,1052,8,3,0,-1,91,0,2,0,38702.6331,40279.6236,0.258380353,0,BENIGN
13,16,7356,2,130,0,80,8,5,37117,1,0.000350244,1052,8,1,0,-1,91,0,0,0,38702.8187,40279.8092,0.258379114,0,BENIGN
13,16,7356,2,130,0,80,8,5,37117,1,0.500350244,1052,8,1,0,-1,91,0,1,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,23,7356,2,130,0,80,8,5,37117,1,0.000350244,1053,0,1,0,-1,56,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,23,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,1,0,-1,56,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,24,7356,2,130,0,80,8,5,37117,1,0.500350244,1053,0,3,0,-1,91,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,24,7356,2,130,0,80,8,5,37117,1,1.000350244,1053,0,1,0,-1,91,0,2,0,38697.0553,40274.0458,0.258417596,0,BENIGN
13,3,7356,1,127,0,80,8,5,37117,1,0.500342161,1044,0,1,0,-1,56,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,4,7356,1,127,0,80,8,5,37117,1,0.000342161,1044,0,1,0,-1,56,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,4,7356,1,127,0,80,8,5,37117,1,0.500342161,1044,0,3,0,-1,91,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,4,7356,1,127,0,80,8,5,37117,1,1.000342161,1044,0,1,0,-1,91,0,2,0,38697.0553,40274.0458,0.258417596,0,BENIGN
13,4,7356,1,127,0,80,8,5,37117,1,0.500342161,1044,0,1,0,-1,91,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,4,7356,1,127,0,80,8,5,37117,1,0.500342161,1044,0,1,0,-1,56,0,1,0,38696.2409,40273.2314,0.258423035,0,BENIGN
13,5,7356,1,127,0,80,8,5,37117,1,0.000342161,1044,0,3,0,-1,72,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,8,7356,1,127,0,80,8,5,37117,1,0.000342161,1044,0,3,0,-1,72,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,8,7356,1,127,0,80,8,5,37117,1,0.500342161,1051,7,1,0,-1,56,0,1,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,8,7356,1,127,0,80,8,5,37117,1,0.000342161,1051,7,1,0,-1,56,0,0,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,8,7356,1,127,0,80,8,5,37117,1,0.000342161,1051,7,1,0,-1,56,0,0,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,8,7356,1,127,0,80,8,5,37117,1,0.500342161,1051,7,1,0,-1,56,0,1,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,8,7356,1,127,0,80,8,5,37117,1,0.000342161,1044,0,3,0,-1,72,0,0,0,38697.2409,40274.2314,0.258416357,0,BENIGN
13,9,7356,1,127,0,80,8,5,37117,1,0.500342161,1051,7,1,0,-1,56,0,1,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,9,7356,1,127,0,80,8,5,37117,1,0.000342161,1051,7,1,0,-1,56,0,0,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,9,7356,1,127,0,80,8,5,37117,1,0.500342161,1051,7,1,0,-1,56,0,1,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,9,7356,1,127,0,80,8,5,37117,1,0.000342161,1051,7,1,0,-1,56,0,0,0,38701.8187,40278.8092,0.25838579,0,BENIGN
13,9,7356,1,127,0,80,8,5,37117,1,0.500342161,1051,7,1,0,-1,56,0,1,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,9,7356,1,127,0,80,8,5,37117,1,1.000342161,1051,7,3,0,-1,91,0,2,0,38701.6331,40278.6236,0.258387029,0,BENIGN
13,9,7356,1,127,0,80,8,5,37117,1,0.500342161,1051,7,1,0,-1,91,0,1,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,10,7356,1,127,0,80,8,5,37117,1,1.000342161,1051,7,1,0,-1,91,0,2,0,38701.6331,40278.6236,0.258387029,0,BENIGN
13,10,7356,1,127,0,80,8,5,37117,1,0.500342161,1051,7,1,0,-1,91,0,1,0,38700.8187,40277.8092,0.258392467,0,BENIGN
13,10,7356,1,127,0,80,8,5,37117,1,1.000342161,1051,7,1,0,-1,91,0,2,0,38701.6331,40278.6236,0.258387029,0,BENIGN
13,15,7356,1,127,0,80,8,5,37117,1,0.000342161,1051,7,3,0,-1,72,0,0,0,38701.8187,40278.8092,0.25838579,0,BENIGN
